CT_route_L1;Infrastructure: Dirt Trail;Chemin de terre;;;;;;;;;;;;x
CT_route_L1_desc;The roads more travelled by peasants and merchants are often more worn, leaving clear trails for strangers to the province to follow as they bring their goods to market. Clearing the trails and expanding them make travel a little easier and attract more (taxable!) traffic.;Le chemin de terre relie la route commerciale aux domaines de la province. Il peut aussi bien devenir une route commerciale ou ne rester qu'un chemin d'importance moindre, un peu cahoteux qui assure a minima son rÃ´le de voie de transport.;;;;;;;;;;;;x
CT_route_L2;Infrastructure: Gravel Road;Chemin empierrÃ©;;;;;;;;;;;;x
CT_route_L2_desc;The primitive dirt road that passed through these parts is no longer enough to facilitate travel through these parts. A booming economy requires better roads, and surfacing them with gravel will improve travel by foot, horse, as well as cart.;L'ancien chemin de terre n'Ã©tait plus suffisant pour les marchands qui passaient par lÃ . Le renforcement de la route avec des pierres permet au moins d'Ã©viter les orniÃ¨res, ennemies hÃ©rÃ©ditaires des roues de chariots !;;;;;;;;;;;;x
CT_route_L3;Infrastructure: Paved Road;Route pavÃ©e;;;;;;;;;;;;x
CT_route_L3_desc;The growing importance of this region as an economic center requires the expansion and construction of more evenly paved roads to facilitate the droves of merchants that pass through every year.;Toujours plus de marchands empruntent la route, il est temps de l'Ã©largir et d'en renforcer la structure. \nL'entretien permettra de prÃ©texter plus de taxes de pÃ©age.;;;;;;;;;;;;x
CT_fleuve_L1;Infrastructure: Ferry;Ponton fluvial;;;;;;;;;;;;x
CT_fleuve_L1_desc;Local peasants make a living ferrying small groups of merchants travelling through these parts (and then of course, pass on a portion of the payment to the local lord). It is a safer alternative to travelling by land... until one of the boats springs a leak.;A peine un ponton en bois qui s'avance sur les eaux pour permettre l'amarrage des embarcations et mener les opÃ©ration de chargement.;;;;;;;;;;;;x
CT_fleuve_L2;Infrastructure: Trading Quay;Quai fluvial;;;;;;;;;;;;x
CT_fleuve_L2_desc;The establishment of a wharf on the banks of the river allows for a significant number of rivercraft to ferry goods across otherwise unfriendly water.;Ce quai en pierre permet un amarrage solide et peut accueillir davantage de bateleurs. ;;;;;;;;;;;;x
CT_fleuve_L3;Infrastructure: Inland Trading Port;Port fluvial;;;;;;;;;;;;x
CT_fleuve_L3_desc;Establishing a small port where merchants can rest and then transport larger volumes of goods on sturdier boats has attracted more traffic through these parts.;Un petit port a Ã©tÃ© ici amÃ©nagÃ©. L'on peut s'y reposer pour la nuit et s'y restaurer. Des bÃªtes de sommes peuvent y Ãªtre louÃ©es pour la halage.;;;;;;;;;;;;x
TP_pont_L1;Infrastructure: Ford;GuÃ©;;;;;;;;;;;;x
TP_pont_L1_desc;The discovery of a point in the river where the riverbed is shallow enough to cross has led to an increase in traffic through these parts. The local burghers could impose a minor toll to ford the river, but it is unlikely this alone will be profitable in the long run.;Un passage Ã  guÃ© a Ã©tÃ© amÃ©nagÃ© Ã  l'endroit ou le lit de la riviÃ¨re est large et les eux peu profonde. Ce n'est pas le grand luxe mais cela permet de prÃ©lever un droit de pÃ©age, bien que faible.;;;;;;;;;;;;x
TP_pont_L2;Infrastructure: Wooden Bridge;Pont en bois;;;;;;;;;;;;x
TP_pont_L2_desc;The construction of a wooden bridge over the ford has made it easier for peasants and merchants to bring their goods to market, and a strategically-placed toll booth has allowed the locals to profit as well.;Le passage Ã©tant relativement empruntÃ©, permettre le franchissement de la riviÃ¨re en toute saison et en restant au sec devenait indispensable. C'est maintenant chose faite avec ce pont fait de bois qui permet de plus de prÃ©lever un droit de passage plus Ã©levÃ© qu'auparavant.;;;;;;;;;;;;x
TP_pont_L3;Infrastructure: Stone Bridge;Pont en pierre;;;;;;;;;;;;x
TP_pont_L3_desc;After a few unfortunate accidents, the wooden bridge has been repaired and reinforced with stones to prevent another collapse. Both people and heavy carts can safely pass, further affirming this region's importance as a (taxable!) trade route.;Le pont en pierre est solide et permet un passage aisÃ© que l'on soit Ã  pied ou que l'on roule. Une halte pour allÃ©ger sa bourse au pÃ©age reste nÃ©anmoins indispensable.;;;;;;;;;;;;x;;;;;;;;;;;;x
TP_col_L1;Infrastructure: Mountain Pass;COL : sentier;;;;;;;;;;;;x
TP_col_L1_desc;This small pass through the mountains is the only path able to be traversed by large caravans, making it indispensible to trade in this region. Some of the peasants here make a living guiding dusty travelers through the treacherous terrain, and we too can profit doubly by taxing both the peasants and the merchants.;Le petit sentier qui mÃ©ne au col est l'unique et indispensable passage au travers la montagne Ã  des lieues Ã  la ronde. Les paysans complÃ tent leurs revenus en louant leurs services pour aider au passage, ce qui leur permet de nous reverser une partie desdits revenus.;;;;;;;;;;;;x
TP_col_L2;Infrastructure: Mountain Trail;COL : chemin empierrÃ©;;;;;;;;;;;;x
TP_col_L2_desc;Clearing a larger trail through the mountain and surfacing it with gravel allows the passage of more and larger trade caravans, resulting in greater profits for everyone.;Le sentier menant au col est Ã  prÃ©sent plus large, mieux entretenu et permet le passage de davantage de marchands qui payent bien entendu pour cela.;;;;;;;;;;;;x
TP_relais_L1;Infrastructure: Mountain Tavern;Abri de montagne;;;;;;;;;;;;x
TP_relais_L1_desc;A tavern where travelers can safely rest after a long day's travel... for a price.;Cette construction assez sommaire permet aux voyageurs et marchands une halte au sommet du col pour passer la nuit ou laisser passer le mauvais temps.;;;;;;;;;;;;x
TP_relais_L2;Infrastructure: Mountain Inn;Refuge de montagne;;;;;;;;;;;;x
TP_relais_L2_desc;The local inn not only offers warm drink and a hot soup at the end of a day's travel, but also relatively comfortable beds for tired merchants willing to pay for such comforts.;Cette auberge de montagne installÃ©e au passage du col offre une halte au chaud et le couvert aux marchands dÃ©sireux de franchir la montagne.;;;;;;;;;;;;x
TP_route_L1;Infrastructure: Dirt Trail;Chemin de terre;;;;;;;;;;;;x
TP_route_L1_desc;The roads more travelled by peasants and merchants are often more worn, leaving clear trails for strangers to the province to follow as they bring their goods to market. Clearing the trails and expanding them make travel a little easier and attract more (taxable!) traffic.;Le chemin de terre relie la route commerciale aux domaines de la province. Il peut aussi bien devenir une route commerciale ou ne rester qu'un chemin d'importance moindre, un peu cahoteux qui assure a minima son rÃ´le de voie de transport.;;;;;;;;;;;;x
TP_route_L2;Infrastructure Gravel Road;Chemin empierrÃ©;;;;;;;;;;;;x
TP_route_L2_desc;The primitive dirt road that passed through these parts is no longer enough to facilitate travel through these parts. A booming economy requires better roads, and surfacing them with gravel will improve travel by foot, horse, as well as cart.;L'ancien chemin de terre n'Ã©tait plus suffisant pour les marchands qui passaient par lÃ . Le renforcement de la route avec des pierres permet au moins d'Ã©viter les orniÃ¨res, ennemies hÃ©rÃ©ditaires des roues de chariots !;;;;;;;;;;;;x
TP_route_L3;Infrastructure: Paved Road;Route pavÃ©e;;;;;;;;;;;;x
TP_route_L3_desc;The growing importance of this region as an economic center requires the expansion and construction of more evenly paved roads to facilitate the droves of merchants that pass through every year.;Toujours plus de marchands empruntent la route, il est temps de l'Ã©largir et d'en renforcer la structure. \nL'entretien permettra de prÃ©texter plus de taxes de pÃ©age.;;;;;;;;;;;;x
TP_fleuve_L1;Infrastructure: Ferry;Ponton fluvial;;;;;;;;;;;;x
TP_fleuve_L1_desc;Local peasants make a living ferrying small groups of merchants travelling through these parts (and then of course, pass on a portion of the payment to the local lord). It is a safer alternative to travelling by land... until one of the boats springs a leak.;A peine un ponton en bois qui s'avance sur les eaux pour permettre l'amarrage des embarcations et mener les opÃ©ration de chargement.;;;;;;;;;;;;x
TP_fleuve_L2;Infrastructure: Trading Quay;Quai fluvial;;;;;;;;;;;;x
TP_fleuve_L2_desc;The establishment of a wharf on the banks of the river allows for a significant number of rivercraft to ferry goods across otherwise unfriendly water.;Ce quai en pierre permet un amarrage solide et peut accueillir davantage de bateleurs. ;;;;;;;;;;;;x
TP_fleuve_L3;Infrastructure: Inland Trading Port;Port fluvial;;;;;;;;;;;;x
TP_fleuve_L3_desc;Establishing a small port where merchants can rest and then transport larger volumes of goods on sturdier boats has attracted more traffic through these parts.;Un petit port a Ã©tÃ© ici amÃ©nagÃ©. L'on peut s'y reposer pour la nuit et s'y restaurer. Des bÃªtes de sommes peuvent y Ãªtre louÃ©es pour la halage.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
tr_port_fluvial_1;Inland Trading Quay;DÃ©barcadÃ¨re fluvial;;;;;;;;;;;;x
tr_port_fluvial_1_desc;The establishment of a wharf on the banks of the river allows for a significant number of rivercraft to ferry goods across otherwise unfriendly water.;Ce ponton en bois permet l'arraisonnement des gabares et autres barques marchandes. Seul inconvÃ©nient le peu de place qu'il possÃ¨de et l'Ã©cot Ã  payer en sus !;;;;;;;;;;;;x
tr_port_fluvial_2;Inland Trading Port;Port fluvial;;;;;;;;;;;;x
tr_port_fluvial_2_desc;Establishing a small port where merchants can rest and then transport larger volumes of goods on sturdier boats has attracted more traffic through these parts.;Le port permet le va et vient incessant des denrÃ©es et autres marchandises. Avec le trafic incessant rentre l'argent.;;;;;;;;;;;;x
tr_port_fluvial_3;Inland Trading Harbor;Grand port fluvial;;;;;;;;;;;;x
tr_port_fluvial_3_desc;A considerably busy and populated harbor serves as a hub where merchants can transport goods further downstream to the cities or sell their goods at the market that has sprung up within the trading post itself.;Cet endroit est une vraie fourmiliÃ¨re oÃ¹ se rencontre porteurs, marchands, bourgeois et coquins Ã  la recherche d'un petit larÃ§in.;;;;;;;;;;;;x
tr_port_maritime_1;Maritime Trading Quay;DÃ©barcadÃ¨re maritime;;;;;;;;;;;;x
tr_port_maritime_1_desc;The establishment of a wharf along the coast allows for a significant number of small vessels to dock before unloading their goods.;Cet endroit est l'embryon du commerce maritime. Sans lui pas de commerce !;;;;;;;;;;;;x
tr_port_maritime_2;Maritime Trading Port;Port maritime;;;;;;;;;;;;x
tr_port_maritime_2_desc;Establishing a small port where merchants can rest and then transport larger volumes of goods to their warehouses or further inland has been a significant boon to trade.;Le port possÃ¨de de nombreux quais oÃ¹ les voiles des marchands viennent se protÃ©ger des pirates et dÃ©verser leur prÃ©cieuse cargaison.;;;;;;;;;;;;x
tr_port_maritime_3;Maritime Trading Harbor;Grand port maritime;;;;;;;;;;;;x
tr_port_maritime_3_desc;A considerably busy and populated harbor serves as a hub where merchants can transport goods further inland to the cities or sell their goods at the market that has sprung up within the trading post itself.;Ce port possÃ¨de suffisament de quais pour accueillir une flotte complÃ¨te de navires dÃ©bordant de biens.;;;;;;;;;;;;x
tr_relais_route_1;Toll Booths;PÃ©age;;;;;;;;;;;;x
tr_relais_route_1_desc;Tolls are collected here.;Le malheur des marchands et le bonheur des bourgmestres. Ici, il faudra payer pour passer.;;;;;;;;;;;;x
tr_relais_route_2;Travelers' Inn;Relais routier;;;;;;;;;;;;x
tr_relais_route_2_desc;Weary travellers can rest their bones here.;Les caravanes s'arrÃªtent lÃ  afin de permettre Ã  leurs membres de se reposer. CelÃ  gÃ©nÃ¨rent des revenus forts lucratifs.;;;;;;;;;;;;x
tr_relais_route_3;Market Square;Relais commercial;;;;;;;;;;;;x
tr_relais_route_3_desc;Goods can be sold here at the trading post in the market.;La quintessence de la route commerciale : auberges, Ã©choppes, entrepÃ´ts et droit de douane se mÃ©langent ici.;;;;;;;;;;;;x
tr_entrepot_1;Merchandise Depot;EntrepÃ´t Ã  marchandises;;;;;;;;;;;;x
tr_entrepot_1_desc;A small storage for merchants to store their goods under lock and key.;Il est important de pouvoir garder les marchandises quelquepart. Ce petit entrepÃ´t s'en chargera.;;;;;;;;;;;;x
tr_entrepot_2;Merchandise Warehouse;Halle Ã  marchandises;;;;;;;;;;;;x
tr_entrepot_2_desc;A large storage for merchants to store their goods under lock and key, guarded by menacing-looking characters..;Un lieu regroupant divers entrepÃ´ts oÃ¹ dorment les futurs achats du marchÃ©.;;;;;;;;;;;;x
tr_bureau_1;Office of the Exchequer;Bureau d'Ã©change;;;;;;;;;;;;x
tr_bureau_1_desc;Essentially the closest person to the central authority governing the trade post, strict regulations are enforced from the busy offices located here.;C'est lÃ  que se trouve la tÃªte du commerce. Un lieu oÃ¹ seuls les hommes de confiance ont accÃ¨s.;;;;;;;;;;;x
tr_bureau_2;Office of Commerce;Bureau de commerce;;;;;;;;;;;;x
tr_bureau_2_desc;The central authority at the trading post, the Office holds the power to ruin noncompliant merchants and enforce order.;Ce lieu est le centre dÃ©cisionnaire de la toile commerciale. Les marchands tremblent Ã  l'idÃ©e d'en offenser son dirigeant.;;;;;;;;;;;;x
tr_garnison_1;Mercenary Guards;Garde du comptoir;;;;;;;;;;;;x
tr_garnison_1_desc;Hiring a few mercenaries to guard the warehouses have staved off petty crimes to a certain degree... as long as such characters are paid well.;Un petit bÃ¢timent oÃ¹ se regroupent des soldats chargÃ©s des tÃ¢ches policiÃ¨res intrinsÃ¨ques au commerce.;;;;;;;;;;;;x
tr_garnison_2;Guard Barracks;Garde renforcÃ©e;;;;;;;;;;;;x
tr_garnison_2_desc;More money means better guards that can be more regularly paid and better armed to deal with thieves, thugs, and occasionally pirates.;Un lieu imposant qui domine sÃ©vÃ¨rement la place du marchÃ©.;;;;;;;;;;;;x
tr_garnison_3;Trading Post Garrison;Garnison;;;;;;;;;;;;x
tr_garnison_3_desc;A sizeable garrison maintains peace and order, so that trade may flourish.;Tout malandrin devra se prÃ©parer Ã  voir surgir de cet endoit moults protecteurs du commerce.;;;;;;;;;;;;x
